name,currency,capital,languages,latitude,longitude,area,subregion,borders,GDP,GDP Growth,Interest Rate,Inflation Rate,Jobless Rate,Gov. Budget,Debt/GDP,Current Account,Population,region_Americas,region_Asia,region_Europe,region_Oceania
Haiti,Haitian gourde,Port-au-Prince,French,0.5660377358490566,0.10563024062271259,0.0016228559215718764,Caribbean,['DOM'],0.0007881300757290204,0.5768321513002365,0.28701671450278576,0.21369409166206516,0.45317220543806647,0.6301020408163265,0.04338153503893215,0.49443561208267084,0.008423534759510213,True,False,False,False
Argentina,Argentine peso,Buenos Aires,Guaraní,0.06603773584905659,0.13568278792423188,0.16261311007754378,South America,"['BOL', 'BRA', 'CHL', 'PRY', 'URY']",0.021622177295000516,0.5791962174940899,0.48961674826945806,0.2523467697404749,0.23564954682779454,0.3375,0.299962921764924,0.5103338632750397,0.03340293758345408,True,False,False,False
Egypt,Egyptian pound,Cairo,Arabic,0.6415094339622641,0.47131915805259494,0.05862872325880175,Northern Africa,"['ISR', 'LBY', 'PSE', 'SDN']",0.01326114518726656,0.7919621749408985,0.4052000675333446,0.12700165654334622,0.18126888217522658,0.2678571428571429,0.2988505747126437,0.41653418124006353,0.07611011676468082,False,False,False,False
Kuwait,Kuwaiti dinar,Kuwait City,Arabic,0.6650943396226414,0.5275561030475069,0.0010419774211170008,Western Asia,"['IRQ', 'SAU']",0.005414110955008052,0.6713947990543736,0.06753334458889076,0.06344561016013252,0.060422960725075525,1.0,0.0025954764553207266,0.9491255961844196,0.0033736753885053555,False,True,False,False
Cayman Islands,Cayman Islands dollar,George Town,English,0.5689933962264151,0.07407351864745687,1.5322044859964586e-05,Caribbean,"['CHN', 'IND']",0.0001713326251584827,0.5768321513002365,0.08863751477291913,0.06018774157923799,0.08157099697885195,0.42091836734693877,0.0196514645902855,0.37837837837837834,3.551237251058269e-05,True,False,False,False
Gabon,Central African CFA franc,Libreville,French,0.3773584905660377,0.4061557138521415,0.01565459253777534,Middle Africa,"['CMR', 'COG', 'GNQ']",0.0006510639756022342,0.5768321513002365,0.07597501266250212,0.054113749309773605,0.6042296072507554,0.37244897959183676,0.26362625139043383,0.5818759936406994,0.0017756186255291346,False,False,False,False
Sri Lanka,Sri Lankan rupee,Sri Jayawardenepura Kotte,Sinhala,0.45283018867924524,0.653419741845643,0.003837118912633252,Southern Asia,['IND'],0.0033238529280745642,0.5933806146572105,0.13084585514097585,0.048591938155715074,0.11178247734138971,0.2755102040816327,0.3477938450129774,0.519872813990461,0.016378306201880737,False,True,False,False
Trinidad and Tobago,Trinidad and Tobago dollar,Port of Spain,English,0.4876584905660377,0.14560012854158857,0.0002999127399076311,Caribbean,"['CHN', 'IND']",0.000822396600760717,0.6217494089834515,0.05909167651527942,0.05853119823302043,0.14501510574018125,0.2780612244897959,0.19948090470893587,0.6057233704292527,0.0009446291087814995,True,False,False,False
Colombia,Colombian peso,Bogotá,Spanish,0.4245283018867924,0.10711799046649884,0.06677564365311944,South America,"['BRA', 'ECU', 'PAN', 'PER', 'VEN']",0.014289140938217456,0.5721040189125296,0.15617085936180988,0.07730535615681944,0.256797583081571,0.30102040816326536,0.21876158694846123,0.4721780604133545,0.03759339753970283,True,False,False,False
Macau,Macanese pataca,Abu Dhabi,Portuguese,0.5959119496226415,0.7696427615017942,1.6364257392999816e-06,Eastern Asia,['CHN'],0.001644793201521434,0.5768321513002365,0.08019584669930778,0.05091109884041965,0.05438066465256797,0.36798469387755106,0.1950315164998146,0.9999999999999999,0.00046166084263757486,False,True,False,False
Mexico,Mexican peso,Mexico City,Spanish,0.6037735849056604,0.0,0.11488743767181586,North America,"['BLZ', 'GTM', 'USA']",0.06342733783367029,0.574468085106383,0.13084585514097585,0.06963003865267808,0.07854984894259819,0.3035714285714286,0.17575083426028923,0.4880763116057233,0.09291457143668856,True,False,False,False
New Caledonia,CFP franc,Nouméa,French,0.18396226415094338,0.9551354149929481,0.0010862509838278688,Melanesia,"['CHN', 'IND']",0.0002741322002535723,0.5768321513002365,0.03376667229444538,0.054665930425179456,0.33534743202416917,0.36798469387755106,0.1950315164998146,0.48489666136724957,0.00017756186255291344,False,False,False,True
Kosovo,Euro,Pristina,Albanian,0.789308179245283,0.4397788620498813,0.000637842258194811,Southeast Europe,"['ALB', 'MKD', 'MNE', 'SRB']",0.00030839872528526884,0.5768321513002365,0.08863751477291913,0.07399226946438431,0.3232628398791541,0.45408163265306123,0.05413422321097515,0.35771065182829886,0.00110798602233018,False,False,True,False
Malaysia,Malaysian ringgit,Kuala Lumpur,English,0.410377358490566,0.7658936318354668,0.019347077850523888,South-Eastern Asia,"['BRN', 'IDN', 'THA']",0.014391940513312546,0.6099290780141844,0.0464291744048624,0.05687465488680287,0.08761329305135951,0.34438775510204084,0.2525027808676307,0.5278219395866454,0.024191028154208927,False,True,False,False
Fiji,Fijian dollar,Suva,English,0.21968490566037732,1.0,0.001068529861633162,Melanesia,"['CHN', 'IND']",0.00013706610012678618,0.5768321513002365,0.004220834036805673,0.04803975704030922,0.1268882175226586,0.3622448979591837,0.2817945865776789,0.3624801271860095,0.0006321202306883718,False,False,False,True
Jamaica,Jamaican dollar,Kingston,English,0.5589622641509433,0.0874796922143074,0.0006426965589940211,Caribbean,"['CHN', 'IND']",0.0006167974505705377,0.5791962174940899,0.09707918284653047,0.06847045831032578,0.09667673716012083,0.42346938775510207,0.24323322209862813,0.5214626391096979,0.0019744879115883972,True,False,False,False
